"job_id","job_title","job_posted_date","salary_year_avg","company_name","skills"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","postgresql"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","couchbase"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","azure"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","databricks"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","aws"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","redshift"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","oracle"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","snowflake"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","watson"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","pyspark"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","airflow"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","linux"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","tableau"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","ssis"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","cognos"
918213,"Senior - Data Analyst","2023-06-14 21:01:17","160515.0","DIRECTV","visio"
